"account","industry","score","tier","confidence","borderline","last_updated","ai_hiring_score","ai_hiring_conf","ai_hiring_src","ai_announce_score","ai_announce_conf","ai_announce_src","cloud_score","cloud_conf","cloud_src","global_score","global_conf","global_src","dc_score","dc_conf","dc_src"
"Delta Air Lines","Logistics & Transportation","69","Tier 2","33","no","2026-09-07","64","0.3","","73","0.75","https://news.google.com/rss/articles/CBMijgFBVV95cUxNRDdpamRxUjg3OWdhbFpHdHdEQ19SOFpZLVBHcmxHVVBTbUtGZFk4TnhjZ1FOVi1sTWIwd1NYS1E4Si1JQTR4eDJtcHlhTkxmbUpHTE0tVnhmdlh1WVZzOXM4cUNlQnhZR0dCTU1LOHdmdzhvWXMxaGFUbGNTQjZUdnVoTXFsMkFNLWFOYlBn?oc=5","72","0.3","","84","0.3","","40","0.3",""
"American Airlines","Logistics & Transportation","69","Tier 2","33","no","2026-09-07","64","0.3","","73","0.75","https://news.google.com/rss/articles/CBMiygFBVV95cUxPNk9aejlKTjlvOUs3RzdQVEs3NEZVU0ZhU3hUTFZNN1pnalduWGF0S2VtN3FmamlhTUVxSE5PelJiRnRXTDRQRnJBbFR0eGhJVmI0bWhPVEo5dTk3c21aSWo4ZW82R2EwSEdFdlpjMThlMmNRaFpzWWJIbld4Q1BkQlRHTnJSY2lUenVObUZGazdVc2g3VlF6R2lIS2MtT0FOUUxua0JwTHFIRG5NWWM2YlAyUDFERWJBSUxfUFBhblJVM2lNeFV2TFhn0gHSAUFVX3lxTE85UzZndWx0d1NFa2p0WnBGdDlqQUVuVUxGdnpmX3ZaY2t0LWFmckRDNEZxX1prMGk4WlYtYVJhMmV6OFZ0bGpIQ0QwVWoyZ2NteXVHcmxQRzhxRThnZDBibWhaZnNFU2NMNkFxZm56RXRrN0ltRVhCSl9PODV4eEJVZ0pqS1lVWEFpWVhUNlJWR0xHbGg2X241ZTNDQURMSUVUeWpHVVd2VDZuU0s0OVJZQ05QUFdaUTM1RGMzVHQ2ZE1UN0swUWlwQmk2OHpuVWp2UQ?oc=5","72","0.3","","84","0.3","","40","0.3",""
"United Airlines","Logistics & Transportation","69","Tier 2","33","no","2026-09-07","64","0.3","","73","0.75","https://news.google.com/rss/articles/CBMilAFBVV95cUxPT0VJSTVybGJHVS1RcnhjQ0pVSFBsTjQ5X1d3SHVqbEVpV2p1YlNRWHNqbTlfd09CckJCeVhoUThwVW95YmF4eUgxemJaMy0wZ1huamxaQy1yQUNYVjJnejFxTFlrY0sxRkF2TGxvY0J4akJ2T3lHMlQ2OXNsV19fWWxKQ3RrSkhpbVhlTVo3SnJHRWtI?oc=5","72","0.3","","84","0.3","","40","0.3",""
"C.H. Robinson","Logistics & Transportation","69","Tier 2","32","no","2026-09-07","64","0.3","","73","0.75","https://news.google.com/rss/articles/CBMiggFBVV95cUxOUkhmY3BhSVEzMkh3eW9ralpkSkFXSnFWSVFLeTlzbF9paDlLMk1DcFFZMGNKcUIzb1dqaHVra1V5dDVaSTdqZ2UwTW1uRFJtbXRTNld4SzRSZFZwM0o2SXNYRkpBTkhRb2o1bURCbTh6WFpQRUp5WE01ampjd09PUm9n?oc=5","72","0.3","","84","0.3","","40","0.3",""
"U.S. Bancorp","Financial Services","68","Tier 2","32","no","2026-09-07","74","0.3","","66","0.75","https://news.google.com/rss/articles/CBMi8AFBVV95cUxPM25MSEhVamVwdUtLTkZxQmhpemFnYUFLcnctZlp1b1RoWFZ4dmExWmZxYVBYUktsT21WUnlFclJKakIzYmNXMXNzVHVMZG0tZG92SS1Nb0N2cUw0T0QzeUdVc2IycUtLNDJjSW5FSEZhVDJsd1hGSE5XNHFRaFRsMnl3Y0JVVHdydi1HckdvRHRNMHlpWW9RMGNTU3NXc3E3OEpmRDhJQUlvTGVHWnNybk9FRmRXdm5SVFVaWEl0TGVVN0J5aFpBaDRqMGVmZUk5bkdmYVZtTkhlTkluUlF3S2dSRlA1ZlhXWlF4dExnaDI?oc=5","74","0.3","","72","0.3","","42","0.3",""
"Truist","Financial Services","68","Tier 2","32","no","2026-09-07","74","0.3","","83","0.75","https://news.google.com/rss/articles/CBMi7AFBVV95cUxPZ2dRZ2RYeHhDQ2t2WGMyMXFUVzlVTVl2MllnVVZvaEd5Y29UZ2M1eDNtT1lQcW5fc0JJeGF4WkVWTXBPUFNOalY4Nl94ajVaRTZEVWc4Yk1nVVhYX2xyWDFjdWJxNjh3b3JIcGZVdjZBQTJCU1ZRVGNQd0FkYWUtMUhBS3RCdmp5ckxpNURsWm0wY2xQTDNGbU9tLWdHX1dPdXZQaVIwSWVVMDU4bC1POE1nY255cFFNRWpyQ292cDh4dHcwYkNfcFF6MDduZHRyVmhsT2ZZMmo3eERLU0h4clczSHNPQWRfUGEzYw?oc=5","74","0.3","","47","0.3","","42","0.3",""
"MetLife","Financial Services","68","Tier 2","29","no","2026-09-07","66","0.3","","61","0.75","https://news.google.com/rss/articles/CBMimgFBVV95cUxOQnlkLU56UTRBNi1vZm11UG80eEdfbUYtRUdzOEdpVjA1YW5hTmZsZTV2b1lsQkFkS0NkSktudm1UVVNGYmtJUVdMeDdmQjRoamFlNk84REJRU1N6YTY1MUdfbEg4dVhVREdwczdtS2c1dUMyWGltelFOUC1fQy1haUhlMXhZTjg3dXlwbDNESGd5VkZsUjk0MUN3?oc=5","74","0.3","","88","0.3","","34","0.3",""
"Parker Hannifin","Manufacturing & Industrial","68","Tier 2","31","no","2026-09-07","62","0.3","","63","0.75","https://news.google.com/rss/articles/CBMihwFBVV95cUxQY2tvR3pqMVNMWjdfdzVLMWYwSDF3UFNPVmJLUDZBeTRWWGkzWG40Mkg2SjZVWWRKR1RlVHJVTzJDRjFhYkhkeE5wR3hUZmVhcnhsbWx5Q2ptV3psTmdGcjFuTUx1VlBfaW1lcGg3aGVYdjdWWE5DQkduWkFVME40YXE0Mm4ycDQ?oc=5","68","0.3","","96","0.3","","40","0.3",""
"The Home Depot","Retail & Consumer","68","Tier 2","33","no","2026-09-07","74","0.3","","81","0.75","https://news.google.com/rss/articles/CBMiiwFBVV95cUxPaGNZTjFVTFYwY256eDlnTDBpVENwcHdEOXVVNkVSd1pTZFdlYVFjS1FNSVk1QU94cDJuNi1kV2t1M3k5WUJWZE1nakRpOXZjc2QyblRrS1JYV0dXeTg4NXdHZ2ZIaTdlVDg3eUkzVncxb0RHLWxCc1l2dWJSVzFnaXhDVHVkbE52WG1F?oc=5","78","0.3","","46","0.3","","46","0.3",""
"Kraft Heinz","Retail & Consumer","68","Tier 2","30","no","2026-09-07","64","0.3","","57","0.75","https://news.google.com/rss/articles/CBMihgFBVV95cUxQZWhBazctNXdjWU5LRnc3R01acnotNXNBZEI3cHNRdnhYVjNfTUx1M0Nvak92M3JPWklQaUpDZkFCY3VvbDkxNDBDVjM2ZlNEV0xld2xST2tfeEZOY3NEN0VLVC1rT1ZPeXhJN0NSbTFyZk9fYjFZNHZXSVVRX1ZDV09GdDBsUQ?oc=5","72","0.3","","100","0.3","","32","0.3",""
"ConocoPhillips","Energy & Utilities","68","Tier 2","32","no","2026-09-07","60","0.3","","71","0.75","https://news.google.com/rss/articles/CBMiogFBVV95cUxNX2xVVjU2RS1ETHE5cUxxTmZCMkdtWWdIWFQ2c283dnZjY0pRcDE4Y2JwVmdCUTlzdEQtc3pFM0VMYktDZS11a2RyLUtrMUFOX0MxUENzdXlSc0x0VkFWTVpVMWNGVTJxZGdEaFFIS29SQUYwel9sczFzMmNPRWZEZHdtbXUtRjdlYWNsbEJOVXp1X3dmY0pJQ1c0UlJjVVBVRHc?oc=5","66","0.3","","92","0.3","","40","0.3",""
"Prudential Financial","Financial Services","67","Tier 2","28","no","2026-09-07","66","0.3","","57","0.75","https://news.google.com/rss/articles/CBMi2wFBVV95cUxQTzRQWWNYdjBmRDBHZ0E5ckFDYTQxMVUzU2JXYkY2VVJELVd0b1REbTB4UG1FMnhmdGJna1d5amM5Q3pqejRYdnRBVFc3U0c0UWJUMUdvaWViM0QtS2hhMFJ3YWFpMzBRWjZKVTJCNVFaRkpYYmY3M1hHRVpMNXRQTVV4bWNKLUFHOElwSFNKc2pZSGVoa2lTaURBcnFXbmxlaHNYdHpMX3pjVVpiTE51bDlLY0t6ZDIzTEVVSU5iQkp3NEFZdnNZMXRpa2dMWE1LcU1VRVpDaTJrdGM?oc=5","74","0.3","","88","0.3","","34","0.3",""
"NextEra Energy","Energy & Utilities","67","Tier 2","32","no","2026-09-07","68","0.3","","83","0.75","https://news.google.com/rss/articles/CBMinAFBVV95cUxNdUZULVpUU0dCTW5hQkhwd3lPNWk1dXVvU2NwbUVGcVVXRENXM1FDZFBhZEtvYTA1eklhWjBrYkxmbjFOQkpVbmRBc0VMTnBVV1o0RFJ0T1FnOXRld2VCYW0wVlg0N25WNlFqTy1vRzc0bEY4N2I2SkhrcE5halRxOVQzbFpTVXRmU0J0ZjR5UVg1NllDR3U3UlhpY2E?oc=5","70","0.3","","55","0.3","","44","0.3",""
"ExxonMobil","Energy & Utilities","66","Tier 2","32","no","2026-09-07","60","0.3","","62","0.75","https://news.google.com/rss/articles/CBMirgFBVV95cUxOT2lvbWtyZXlDNUhyQUI1MndzaENQWjNSZkhCbmwySWVxYkVtV2w2TnJDWjJtSTFyS2F5bDVhc2gwcnFlN0xMcmRnbk56d0Y4VVB3Z2Y1enJsZXJvT25iTXB2NnhEcW1iUXZGUWpWLU4xZW5wVUltMk1JYVJaZWpzNlM4blZ2QXpsMTJNN01Qd19IS1R5VW1sQ2lSdmx2c3l1TGMtYmlRNWFxbkt2aUE?oc=5","66","0.3","","92","0.3","","40","0.3",""
"General Dynamics","Manufacturing & Industrial","64","Tier 2","29","no","2026-09-07","66","0.3","","53","0.75","https://news.google.com/rss/articles/CBMiqAFBVV95cUxNdi1sZVYwOWRjX3haZkMtYjM3cVFpSHVJZ1VqMXhDRnpmT3pCYk85NnVUR1J0S3h6eTVnSE9SSnZjSndDc1JXcU1EZXFYUFZ6T1dyQkQxdlpjRXd3alluRG56aDJTWDFRWmZzX2prUXFDeHU4S0pucHhGZjJpVmJkeVh6REhEdmg4THh5a0lwdGE4d0IwWi1UWVZvSEs4ZDNldDc5cFBEeWg?oc=5","68","0.3","","84","0.3","","40","0.3",""
"CVS Health","Healthcare","63","Tier 2","33","yes","2026-09-07","76","0.3","","75","0.75","https://news.google.com/rss/articles/CBMisgFBVV95cUxPSF9hQlFYZ2pYZXgya3JVMl9aZVc0anl4WC14UHlGUTNFbTk1cjZEeWpTS051UnBTSG11VnJOU3c5RHB0NWZ5eEx5UVVGTkdjS0FwbWhfeERpWDI3bC1rNjM5X3BzdTFIZ3ZMa3VTOWFTMThSeEZxWUYxclkwUWxTLS0zWUxuQ056TmNDZ0JTRTMtYUh5dmE0cEtSVXVUY1k3aGVWaVBDZ3A5dERPX2FrWmtn?oc=5","76","0.3","","27","0.3","","50","0.3",""
"Costco Wholesale","Retail & Consumer","63","Tier 2","33","yes","2026-09-07","66","0.3","","64","0.75","https://news.google.com/rss/articles/CBMimwFBVV95cUxQQXBzU0hWWGtyblNfSXp2SFl5T0NLSHZMcU4zaGZfZW9MY0Q1S3VwWnhFQXZEM284d1dTU1RqVnVTTzhVaERyTDA1SWI4aER5N1FjMEFhX0RSdE40RnhqZHhrTUV0STZuNDRiTWdibktBWi0xZVJNR1MzUWI3N2NMZ3dNdVNpSFhVeFFOQnNZLTVKOWJ3UU9RcG0xMA?oc=5","74","0.3","","58","0.3","","42","0.3",""
"Target","Retail & Consumer","63","Tier 2","33","yes","2026-09-07","74","0.3","","81","0.75","https://news.google.com/rss/articles/CBMijwFBVV95cUxQUW1vcWpxRzdKM0hUREd2MXpoSVNGREJqWmpGa05GNXBaOEZhNWx0MVRmWFdQR0VkazRSX3puS3BxaEVmWkt5UllBNlRyS2xCOXhjRTJCbTlyMEFpSDItVEpmUEZLcW1rV1pJYjhTLTJrNjR4aXg2WjItU01Ua0tYbGljLXBYMHF2Vy1YMXh1TQ?oc=5","78","0.3","","21","0.3","","46","0.3",""
"TJX Companies","Retail & Consumer","63","Tier 2","33","yes","2026-09-07","66","0.3","","62","0.75","https://news.google.com/rss/articles/CBMiowFBVV95cUxOR0dxeTlZQlJVRzI2ckZKS0pVd253V19TNm1mZWhZVnFock8wcHk2bW9vUjFlRmhKa2I1YXBxUXRqby10QWVVWmQ3M2oya0o0VnRaSVFRZGFqVl9XUk9nUHVqWHIxMWhIcjFQbzBLR01wUkpvd3ZPLWF1a0lQWGxJc0VoV2F1WkFQLTY2Q01HYnlFc3FmbzJwZFJOb3Rqd0h5UVJz?oc=5","74","0.3","","58","0.3","","42","0.3",""
"Fox Corporation","Media & Entertainment","63","Tier 2","30","yes","2026-09-07","72","0.3","","60","0.75","https://news.google.com/rss/articles/CBMigAFBVV95cUxPZm5QdDhiS29Cc3J0SnJZV3l6aU1YZ3JQNUpKVHhBTlVLYXVHVXFUME5wS3g5bTVKUlpoWFMzWUpMNXU1QzJzakZSOW1jNTdDRmRNeUtQYUhVS0JOZ1lKcTNQVTFlWlJvcV9kMF9UaktHZVJzUEFTSnY5R0tfeF9EWA?oc=5","82","0.3","","47","0.3","","40","0.3",""
"Walgreens Boots Alliance","Retail & Consumer","62","Tier 2","33","yes","2026-09-07","66","0.3","","61","0.75","https://news.google.com/rss/articles/CBMizgFBVV95cUxNQUlhVG5DeEoxR1J4MGtCUFVNeWZvbGl6cXM5N0hsamlxYTdFc1VnSFF4SnR6V1ZLV3luajhMUzJEZTdIR2syeE5PU2xvRVpjVGNnN2gxQjNsbzlqZ2pTVTA4aWUwQWM5WC1pQjJYTFVudkZnV3paS1dfUmFuX0FsUEk0QndiRUo5dW1rc2FHeFZNQnduQVh1X3ZnaTJnV0hQZmFXcDk3SFFheTNyQnR3dXNRUk52TjZrYVRwZ0Z6QVZ1bU5WNVgwcmlURTlKUQ?oc=5","74","0.3","","58","0.3","","42","0.3",""
"Allstate","Financial Services","61","Tier 2","33","yes","2026-09-07","66","0.3","","65","0.75","https://news.google.com/rss/articles/CBMie0FVX3lxTE5lc2daN2VvVjRtNW5UeHN6VEhlbDFTeEstb1hJSXB4d3lwMkFCSzZCbDNCTXFEblFMY040ckUxdnhkOHlfNXk4SWVTY1k3TGlCYXRSemdwXzZrTjZwN0I4RVFkd1ZINXRlV3hKdll3RWlDNkNlMUItcXdDNA?oc=5","74","0.3","","51","0.3","","34","0.3",""
"Cigna","Healthcare","61","Tier 2","32","yes","2026-09-07","68","0.3","","79","0.75","https://news.google.com/rss/articles/CBMibkFVX3lxTE5tQzRwZ3ZNYkJ3YWdEem04VTVVQ3dTNGJvMWVLazhiZUNEWVNhUEx3cDJrWlZQcmRfb1lCQjAzNFhrT2JsSDd3WHZqbF9fVUxISWRCZlM0azNub3VOWHJGS0d3YUFEWkRMOERPOVVn?oc=5","72","0.3","","27","0.3","","46","0.3",""
"HCA Healthcare","Healthcare","61","Tier 2","32","yes","2026-09-07","68","0.3","","79","0.75","https://news.google.com/rss/articles/CBMiwgFBVV95cUxPUDg3ekIwcWhqTExkZVFhakdwT1ZMU3V4dHcxWnRJVmdrMjVwYkhNVS1lRTJJVlB6WENrZVFzeWJqLU5jWTkzRXlpTVo0ZkdYenM3MUhfLVRrSWthRldNNm1NYWI2Mm1DcHc5NC04aEhBVHRUd2FacmQ0QnNhMzlNWjBRRHRLTktYNWtFeU5HUnEwSU45U0ZiVWUxZXk5YlRydVVjWFpzaF9TXzRnZnN2SlNMWkZ5YmIxVVczWUxubFNLZw?oc=5","72","0.3","","27","0.3","","46","0.3",""
"Humana","Healthcare","59","Tier 3","32","yes","2026-09-07","68","0.3","","70","0.75","https://news.google.com/rss/articles/CBMiugFBVV95cUxQXzNBTnRwOGEtLUJaVTY5WnNKS2Rra1AxeklORENYOGxMUTFhX0JXc0NSLVVGc09KZ3ZjY2d5MTlPdExqYXJqdFI0b19vc2QwRWlhcVVEYzV6VExBTFFyUW1lVnhMN1Vrb0NXQkhHTFNuWFJESUE4UHotYUVhcHJOOG16OTZ2NE5qZnJwdDNkRDRya3dqRVNPRmlTNjAtU1pueDdRQ1pEdlVDRFhMZDhYcTVTanQtNmFVQkE?oc=5","72","0.3","","27","0.3","","46","0.3",""
"Southern Company","Energy & Utilities","59","Tier 3","32","yes","2026-09-07","60","0.3","","65","0.75","https://news.google.com/rss/articles/CBMilAFBVV95cUxNMTBJOHFKU3I4Um5zWTFiVUxYTmMtUWppRmp0dU9zV1BUVzVzZG84M0lzcnduaEdQOGlCaVRCOW41YnBmUnEtRmtZa1h4STJydTQzZ25xWnpTX1BkY0d1NW9zQ1c3R1RNYkdKNkhKaWpvWnBUN0QxSXhFY1REdGlEX3daOXlWcHFUUTl2UFhoV3Y2WUJl?oc=5","66","0.3","","55","0.3","","40","0.3",""
"Dominion Energy","Energy & Utilities","59","Tier 3","29","yes","2026-09-07","60","0.3","","62","0.75","https://news.google.com/rss/articles/CBMilgFBVV95cUxPTWZqS0RydHg3SFIwb1hkOHBucGlHZmJncFJ0YXRQMnBCbkxGSlVaVV9XOVFjWE9YN2trdmRNcEpNLUw0NzFBeWdRZjgteng3dGdDZ21idVAzMUJ2T3hoV3ZodjFIanFxTWZMV2FnaTFicWxBa0pjdVFHdVhvNnVFU1VZREhVYW5JV3JxMGhQcUZTc2ZoYlE?oc=5","66","0.3","","55","0.3","","40","0.3",""
"Union Pacific","Logistics & Transportation","59","Tier 3","31","yes","2026-09-07","64","0.3","","60","0.75","https://news.google.com/rss/articles/CBMiekFVX3lxTE56MDFpM3NqNm11RWtfU2RickFwRFNYZzRTRFNJd2d1R1hEZnNHcTFtMXU1bUxIZy1Ca0g0RC1DLUxuQlpOLWxSX3lzc1Z1bVRYbktzcEZfTGRUYTV6MWVhN2I1am84UXVsSFBNeVhPaXItb2xNTGptUnBn?oc=5","72","0.3","","47","0.3","","40","0.3",""
"Elevance Health","Healthcare","58","Tier 3","31","yes","2026-09-07","68","0.3","","65","0.75","https://news.google.com/rss/articles/CBMi0wFBVV95cUxPQ2VEYVRxcklyQzlWM0QwekFEV1dQNU1NWk1SLTg4RFotTEtjSTg5bmNmZ3p1N052QVhpNl85UXBOekpXWm1DSmp3SjJQQk00X1FSU0xjWWo0dVNGcFBOZ0xJdGNYUmtkaHJHemVMeXdaYlR4ZHNMUWw0aVl1S1BiUlRqT2FfOFQ5bVktcW5CYk5iVmJ2ZVlxVHNHSUd4MlJFdDdNeWxLaXdmUE4yUGhKUkhJS0N2MnZvYVJoZFVCOFF6SzhzeUdfZDhwVEotWjg2aF9B?oc=5","72","0.3","","27","0.3","","46","0.3",""
"Lowe's","Retail & Consumer","58","Tier 3","33","yes","2026-09-07","66","0.3","","73","0.75","https://news.google.com/rss/articles/CBMikgFBVV95cUxQcXUtaEpjTWgtbzQ2RHp0M1ZrZ1JmZk1nUmY1Smg5Qzl3Qi11MXFHeTZMbTZoNDdtX3c3a1FRbVZQMjVwdzJRV2VrYk1Ndjd2OGNJd3FMc1BCdjA0eE9yYUJMZUtoTzllQUcyMlpydU9ZdjhtNi1uYkNKdUU2bTAxMi1HOFY4ZVdqRVk2WVpkOEdUZ9IBlwFBVV95cUxNUlN1S3E1T3VmU2I5dGxmNnJtaWxlejNUMUdUUWZObEJTaUhaSXlLNml2WTRlOGViMTFnc1otaUh4TTRaS2p4OW1wYTVWTnBPcFZNTURIUUZLRFpDMU03UzdWODhDTExrODc0bzB0ampkcUlKRXB0UXZVRmVVTFhObmtNUnhVbmZzZW1RYVEzSUxiLU9qR1Bz?oc=5","74","0.3","","21","0.3","","42","0.3",""
"Best Buy","Retail & Consumer","58","Tier 3","33","yes","2026-09-07","66","0.3","","73","0.75","https://news.google.com/rss/articles/CBMikgFBVV95cUxOUkpsOVYzcXBIaWEwYS1mSUlpMTRjZnJCRVYzRmozSjFLanBVZmhGcEFOQjBDS2RGcUxaTDZqYlF0OVFTTnhCVWNvSlAzTGx3YlJhMEF0aW5XSnlkSjlvYnFHNTN0NkdSUk9qemlocmIwN0RCOXJjSk1qNVNJQzRhQXlzejBuYTdLOWdQc0dwZ203UQ?oc=5","74","0.3","","21","0.3","","42","0.3",""
"Kroger","Retail & Consumer","58","Tier 3","31","yes","2026-09-07","66","0.3","","73","0.75","https://news.google.com/rss/articles/CBMihgFBVV95cUxPY2tUb0xKNkczbE9hSVZndnlieVFxbklwUjhPdzVSUU03N3EzSWViU1hYQm5pUVNjSTZ1c1hLY0Z4dWM5N2JvUmNrMXA4Y2JYYnVoanVNSVNvQzJQSzV0bUZsZUdsLTVrdDV5bFRTVlZKREpVdVl4OWItblNvVnJXSU5LT2ZkZw?oc=5","74","0.3","","21","0.3","","42","0.3",""
"Dollar General","Retail & Consumer","58","Tier 3","33","yes","2026-09-07","66","0.3","","73","0.75","https://news.google.com/rss/articles/CBMi1gFBVV95cUxOZmNueS1Lem9qMzVKSGljWmMwNHNrYzMzLXlzWm1oM3JYMENzc1VjSmxwZXJyN3FvUngtd3Z1YUItdUNocWFEZEpzR0VRdS1hU1dDYzBDTXJVVFRpTEFjYVFmMTRYSlk3Z090ZXpPU1RON21ac0phLVZ4UzA1cjFxTno1QnkwZmtRNXVjZVlHcmFoMHU0QXZtMzJDWnJYQzRIWERPYzc0ZEIwcThyNnRKczJfSWtKWEU5eHFtMkt0OUJISHQzV1dQYWhXLVdyOWd5UTlEVGt30gHbAUFVX3lxTE5rd1cwb1oyOE53U0RicHlQNV9GVE1MMlVNV1hYdDBiVFhwZnNLdEEyelhqc29qSW16d2RPZFNOMThVSUV4Wm04UFB6VWU5dnBGRlYtOU10aWthNWxqQmNiVzRnYzJPSHFEZkw4a1B2M1VPY24wSTRycEk5b3FPY1RLaFVwMGxEY241SkpmS0t1dmwyQ1JKMUJfVWpFTUtxNFhqRXdHMi03YW5oN1RtOGtDT1FJTmhodU5zdl9udTBUalB4N2lKc3lmTTNzUnZTQkFGR3pZMEIzMjFDaw?oc=5","74","0.3","","21","0.3","","42","0.3",""
"Duke Energy","Energy & Utilities","58","Tier 3","29","yes","2026-09-07","60","0.3","","60","0.75","https://news.google.com/rss/articles/CBMiogFBVV95cUxOYURRSnFDM1kzQzJTdlI3eDFHT3R0clZhMVphdGxiR0p0U3VqWl9qRkxqTXB2MnhqOVZUWGxzQ2U0d3dqRGhubENNMWVCaG9KSzh4aXFjS2V0ckYzZWM5NGhXM1h2RmZmMkx1TXd1Z1dCdF91d2FMMllnd2NxdG1ZTlI3SmdRWU1sVzBjMWJsYnVXY19LTm5hMHEzUTB1S0VFeUE?oc=5","66","0.3","","55","0.3","","40","0.3",""
"Old Dominion","Logistics & Transportation","57","Tier 3","27","yes","2026-09-07","64","0.3","","54","0.75","https://news.google.com/rss/articles/CBMiswFBVV95cUxPaWNwQ0dRTFd1bHlYeUlxTTBndjBFVFJjZGo3LWt1S1RuUGhyTmJaSFVUZWtyWTM3ZDlJNDI5UC1uc2xBRzdRWnRjYmVPQ2tWSXZnakJXbTI2b3BfWW9nUHZGQ1JjUDRHdkJ6LXNYcTRVV3lwaUNqNk9XNXR5MFFJUGRuakRIZGdMQ0M3OFdPcGRqdk1YMktvdk54RHYwcWtOaHF6MmJFT3dXWlVSZXZIc0swNA?oc=5","72","0.3","","47","0.3","","40","0.3",""
